iter	Passed	Remaining
1664	130358	26228
1665	130422	26147
1666	130494	26067
1667	130569	25988
1668	130640	25908
1669	130719	25830
1670	130799	25752
1671	130883	25675
1672	130965	25598
1673	131043	25519
1674	131128	25442
1675	131212	25365
1676	131290	25287
1677	131376	25210
1678	131452	25131
1679	131531	25053
1680	131608	24975
1681	131688	24897
1682	131751	24816
1683	131815	24734
1684	131898	24657
1685	131972	24578
1686	132040	24498
1687	132112	24418
1688	132176	24338
1689	132253	24259
1690	132332	24181
1691	132399	24101
1692	132471	24021
1693	132546	23942
1694	132612	23862
1695	132683	23782
1696	132767	23705
1697	132832	23625
1698	132902	23545
1699	132974	23466
1700	133046	23386
1701	133113	23306
1702	133190	23228
1703	133260	23148
1704	133333	23069
1705	133414	22991
1706	133486	22912
1707	133557	22832
1708	133627	22753
1709	133722	22678
1710	133804	22600
1711	133873	22520
1712	133943	22441
1713	134021	22362
1714	134087	22282
1715	134161	22203
1716	134230	22124
1717	134300	22044
1718	134378	21966
1719	134441	21885
1720	134510	21806
1721	134574	21725
1722	134650	21647
1723	134717	21567
1724	134783	21487
1725	134850	21407
1726	134928	21329
1727	134999	21249
1728	135068	21170
1729	135144	21091
1730	135266	21020
1731	135339	20941
1732	135426	20864
1733	135504	20786
1734	135575	20707
1735	135655	20629
1736	135728	20550
1737	135797	20471
1738	135868	20391
1739	135962	20316
1740	136035	20237
1741	136108	20158
1742	136175	20078
1743	136239	19998
1744	136303	19918
1745	136374	19839
1746	136439	19759
1747	136499	19678
1748	136576	19600
1749	136636	19519
1750	136703	19439
1751	136770	19360
1752	136856	19283
1753	136931	19204
1754	137003	19125
1755	137068	19046
1756	137141	18967
1757	137205	18887
1758	137275	18808
1759	137372	18732
1760	137444	18653
1761	137517	18575
1762	137589	18496
1763	137654	18416
1764	137715	18336
1765	137787	18257
1766	137850	18177
1767	137924	18098
1768	137994	18019
1769	138070	17941
1770	138135	17861
1771	138199	17781
1772	138264	17702
1773	138337	17623
1774	138412	17545
1775	138474	17465
1776	138540	17385
1777	138610	17306
1778	138676	17227
1779	138740	17147
1780	138807	17068
1781	138887	16990
1782	138947	16910
1783	139015	16831
1784	139077	16751
1785	139156	16673
1786	139224	16594
1787	139281	16514
1788	139352	16435
1789	139436	16358
1790	139507	16279
1791	139575	16200
1792	139643	16121
1793	139717	16043
1794	139781	15963
1795	139851	15885
1796	139928	15807
1797	140000	15728
1798	140074	15650
1799	140142	15571
1800	140206	15491
1801	140271	15412
1802	140347	15334
1803	140410	15255
1804	140479	15176
1805	140542	15096
1806	140622	15019
1807	140684	14939
1808	140744	14860
1809	140808	14780
1810	140881	14702
1811	140944	14623
1812	141009	14544
1813	141075	14465
1814	141148	14387
1815	141219	14308
1816	141280	14229
1817	141344	14150
1818	141424	14072
1819	141487	13993
1820	141554	13914
1821	141620	13835
1822	141695	13757
1823	141760	13678
1824	141823	13599
1825	141906	13522
1826	141973	13443
1827	142042	13365
1828	142108	13286
1829	142172	13207
1830	142233	13128
1831	142298	13049
1832	142362	12970
1833	142430	12891
1834	142502	12813
1835	142580	12735
1836	142646	12657
1837	142710	12578
1838	142770	12499
1839	142839	12420
1840	142898	12341
1841	142964	12263
1842	143033	12184
1843	143100	12106
1844	143159	12026
1845	143226	11948
1846	143297	11870
1847	143362	11791
1848	143422	11712
1849	143485	11633
1850	143559	11556
1851	143647	11479
1852	143732	11402
1853	143809	11324
1854	143885	11247
1855	143963	11169
1856	144035	11091
1857	144098	11012
1858	144165	10934
1859	144227	10855
1860	144301	10777
1861	144372	10699
1862	144436	10621
1863	144502	10543
1864	144575	10465
1865	144642	10386
1866	144705	10308
1867	144765	10229
1868	144833	10151
1869	144892	10072
1870	144957	9994
1871	145022	9916
1872	145094	9838
1873	145155	9759
1874	145219	9681
1875	145280	9602
1876	145350	9524
1877	145420	9446
1878	145487	9368
1879	145552	9290
1880	145624	9212
1881	145690	9134
1882	145755	9056
1883	145826	8978
1884	145898	8900
1885	145967	8823
1886	146031	8744
1887	146090	8666
1888	146153	8588
1889	146222	8510
1890	146286	8432
1891	146355	8354
1892	146417	8276
1893	146495	8198
1894	146562	8120
1895	146628	8042
1896	146690	7964
1897	146766	7887
1898	146826	7809
1899	146885	7730
1900	146949	7652
1901	147023	7575
1902	147087	7497
1903	147153	7419
1904	147218	7341
1905	147286	7263
1906	147354	7186
1907	147419	7108
1908	147487	7030
1909	147559	6953
1910	147623	6875
1911	147690	6797
1912	147760	6719
1913	147831	6642
1914	147895	6564
1915	147966	6487
1916	148039	6409
1917	148102	6331
1918	148173	6254
1919	148250	6177
1920	148317	6099
1921	148405	6022
1922	148483	5945
1923	148563	5868
1924	148644	5791
1925	148718	5713
1926	148796	5636
1927	148868	5559
1928	148937	5481
1929	149003	5404
1930	149069	5326
1931	149135	5249
1932	149209	5171
1933	149274	5094
1934	149340	5016
1935	149412	4939
1936	149498	4862
1937	149581	4785
1938	149656	4708
1939	149732	4630
1940	149793	4553
1941	149865	4475
1942	149932	4398
1943	149995	4320
1944	150069	4243
1945	150138	4166
1946	150204	4088
1947	150275	4011
1948	150345	3934
1949	150413	3856
1950	150481	3779
1951	150574	3702
1952	150645	3625
1953	150711	3547
1954	150776	3470
1955	150846	3393
1956	150911	3315
1957	150999	3239
1958	151102	3162
1959	151165	3085
1960	151227	3007
1961	151291	2930
1962	151366	2853
1963	151426	2775
1964	151494	2698
1965	151562	2621
1966	151638	2544
1967	151705	2466
1968	151789	2389
1969	151874	2312
1970	151949	2235
1971	152027	2158
1972	152105	2081
1973	152175	2004
1974	152253	1927
1975	152337	1850
1976	152411	1773
1977	152480	1695
1978	152559	1618
1979	152639	1541
1980	152713	1464
1981	152780	1387
1982	152842	1310
1983	152910	1233
1984	152997	1156
1985	153078	1079
1986	153167	1002
1987	153243	925
1988	153323	847
1989	153406	770
1990	153479	693
1991	153551	616
1992	153646	539
1993	153727	462
1994	153790	385
1995	153853	308
1996	153926	231
1997	153990	154
1998	154054	77
1999	154132	0
